id,title,artist,emoji,choices_json,answer_idx,preview_1s_url,preview_3s_url,preview_5s_url,context_hint,facts_json,pack,year,tv_movie_ref
sp_0334,HUMBLE.,Kendrick Lamar,🎵✨🎧,"[""Gimme Shelter — The Rolling Stones"", ""HUMBLE. — Kendrick Lamar"", ""Like a Prayer — Madonna"", ""Jack & Diane — John Mellencamp""]",1,,,,From 'DAMN.' (2017),"[""From album: DAMN."", ""Release year: 2017"", ""Spotify popularity: 85/100""]",Playlist Import,2017,
sp_0335,Closer,"The Chainsmokers, Halsey",🎵✨🎧,"[""Closer — The Chainsmokers, Halsey"", ""Straight Outta Compton — N.W.A."", ""Rude (Acoustic) — MAGIC!"", ""Cocaine — Eric Clapton""]",0,,,,From 'Closer' (2016),"[""From album: Closer"", ""Release year: 2016"", ""Spotify popularity: 88/100""]",Playlist Import,2016,
sp_0336,24K Magic,Bruno Mars,🎵✨,"[""24K Magic — Bruno Mars"", ""(Don't Fear) The Reaper — Blue Öyster Cult"", ""Stand by Me — Otis Redding"", ""T.N.T. — AC/DC""]",0,,,,From '24K Magic' (2016),"[""From album: 24K Magic"", ""Release year: 2016"", ""Spotify popularity: 83/100""]",Playlist Import,2016,
sp_0337,Redbone,Childish Gambino,🎵✨🎧,"[""Redbone — Childish Gambino"", ""Renegades — X Ambassadors"", ""Dani California — Red Hot Chili Peppers"", ""Airplanes (feat. Hayley Williams of Paramore) — B.o.B, Hayley Williams""]",0,,,,"From '""Awaken, My Love!""' (2016)","[""From album: \""Awaken, My Love!\"""", ""Release year: 2016"", ""Spotify popularity: 7/100""]",Playlist Import,2016,
sp_0338,Havana (feat. Young Thug),"Camila Cabello, Young Thug",🧒,"[""Centuries — Fall Out Boy"", ""I Want It That Way — Backstreet Boys"", ""Sherry — Frankie Valli & The Four Seasons"", ""Havana (feat. Young Thug) — Camila Cabello, Young Thug""]",3,,,,From 'Camila' (2018),"[""From album: Camila"", ""Release year: 2018"", ""Spotify popularity: 83/100""]",Playlist Import,2018,
sp_0339,rockstar (feat. 21 Savage),"Post Malone, 21 Savage",🎵✨,"[""rockstar (feat. 21 Savage) — Post Malone, 21 Savage"", ""Mr. Blue Sky — Electric Light Orchestra"", ""Light My Fire — The Doors"", ""Hello — Adele""]",0,,,,From 'beerbongs & bentleys' (2018),"[""From album: beerbongs & bentleys"", ""Release year: 2018"", ""Spotify popularity: 82/100""]",Playlist Import,2018,
sp_0340,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",🎵✨,"[""Every Breath You Take — The Police"", ""I'll Make Love To You — Boyz II Men"", ""Mamma Mia — ABBA"", ""Sunflower - Spider-Man: Into the Spider-Verse — Post Malone, Swae Lee""]",3,,,,From 'Hollywood's Bleeding' (2019),"[""From album: Hollywood's Bleeding"", ""Release year: 2019"", ""Spotify popularity: 82/100""]",Playlist Import,2019,
sp_0341,Gucci Gang,Lil Pump,🎵✨,"[""I Believe I Can Fly — R. Kelly"", ""Sunflower - Spider-Man: Into the Spider-Verse — Post Malone, Swae Lee"", ""It Wasn't Me — Shaggy, Rik Rok"", ""Gucci Gang — Lil Pump""]",3,,,,From 'Lil Pump' (2017),"[""From album: Lil Pump"", ""Release year: 2017"", ""Spotify popularity: 60/100""]",Playlist Import,2017,
sp_0342,WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",🎵✨🎧,"[""Highway to Hell — AC/DC"", ""WAP (feat. Megan Thee Stallion) — Cardi B, Megan Thee Stallion"", ""September — Earth, Wind & Fire"", ""Uptown Funk (feat. Bruno Mars) — Mark Ronson, Bruno Mars""]",1,,,,From 'WAP (feat. Megan Thee Stallion)' (2020),"[""From album: WAP (feat. Megan Thee Stallion)"", ""Release year: 2020"", ""Spotify popularity: 77/100""]",Playlist Import,2020,
sp_0343,I Like It,"Cardi B, Bad Bunny, J Balvin",🎵✨🎧,"[""Dream On — Aerosmith"", ""I Like It — Cardi B, Bad Bunny, J Balvin"", ""(You Make Me Feel Like) A Natural Woman — Aretha Franklin"", ""Toxic — Britney Spears""]",1,,,,From 'Invasion of Privacy' (2018),"[""From album: Invasion of Privacy"", ""Release year: 2018"", ""Spotify popularity: 79/100""]",Playlist Import,2018,
sp_0344,Don't Start Now,Dua Lipa,🎵✨,"[""Truth Hurts — Lizzo"", ""Don't Start Now — Dua Lipa"", ""Hello — Adele"", ""Walk Like an Egyptian — The Bangles""]",1,,,,From 'Future Nostalgia' (2020),"[""From album: Future Nostalgia"", ""Release year: 2020"", ""Spotify popularity: 83/100""]",Playlist Import,2020,
sp_0345,Old Town Road (feat. Billy Ray Cyrus) - Remix,"Lil Nas X, Billy Ray Cyrus",🚗🏙️,"[""Old Town Road (feat. Billy Ray Cyrus) - Remix — Lil Nas X, Billy Ray Cyrus"", ""Yeah! — USHER, Lil Jon, Ludacris"", ""Back In Black — AC/DC"", ""Greased Lightnin' - From “Grease” Soundtrack — John Travolta, Jeff Conaway""]",0,,,,From '7' (2019),"[""From album: 7"", ""Release year: 2019"", ""Spotify popularity: 76/100""]",Playlist Import,2019,
sp_0346,Without Me,Halsey,🎵✨🎧,"[""Without Me — Halsey"", ""Timber — Pitbull, Kesha"", ""I Got You (I Feel Good) — James Brown & The Famous Flames"", ""ABC — The Jackson 5""]",0,,,,From 'Without Me' (2018),"[""From album: Without Me"", ""Release year: 2018"", ""Spotify popularity: 11/100""]",Playlist Import,2018,
sp_0347,bad guy,Billie Eilish,😈,"[""bad guy — Billie Eilish"", ""Twist And Shout - Remastered 2009 — The Beatles"", ""Shout — The Isley Brothers"", ""Oops!...I Did It Again — Britney Spears""]",0,,,,"From 'WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?' (2019)","[""From album: WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"", ""Release year: 2019"", ""Spotify popularity: 82/100""]",Playlist Import,2019,
sp_0348,SICKO MODE,Travis Scott,🎵✨🎧,"[""Take Me To Church — Hozier"", ""Crazy Train — Ozzy Osbourne"", ""Don't Stop Me Now - Remastered 2011 — Queen"", ""SICKO MODE — Travis Scott""]",3,,,,From 'ASTROWORLD' (2018),"[""From album: ASTROWORLD"", ""Release year: 2018"", ""Spotify popularity: 84/100""]",Playlist Import,2018,
sp_0349,Truth Hurts,Lizzo,🎵✨🎧,"[""U Can't Touch This — MC Hammer"", ""Macarena - Bayside Boys Remix — Los Del Rio"", ""Truth Hurts — Lizzo"", ""Mambo No. 5 (a Little Bit of...) — Lou Bega""]",2,,,,From 'Cuz I Love You (Super Deluxe)' (2019),"[""From album: Cuz I Love You (Super Deluxe)"", ""Release year: 2019"", ""Spotify popularity: 72/100""]",Playlist Import,2019,
sp_0350,Shallow,"Lady Gaga, Bradley Cooper",🎵✨🎧,"[""Go Your Own Way - 2004 Remaster — Fleetwood Mac"", ""Crazy — Gnarls Barkley"", ""Shallow — Lady Gaga, Bradley Cooper"", ""Tequila (Original) — The Champs""]",2,,,,From 'A Star Is Born Soundtrack' (2018),"[""From album: A Star Is Born Soundtrack"", ""Release year: 2018"", ""Spotify popularity: 85/100""]",Playlist Import,2018,
sp_0351,Baby Shark,Pinkfong,🎵✨🎧,"[""Jump — Van Halen"", ""Achy Breaky Heart — Billy Ray Cyrus"", ""I Believe I Can Fly — R. Kelly"", ""Baby Shark — Pinkfong""]",3,,,,From 'Pinkfong Animal Songs' (2017),"[""From album: Pinkfong Animal Songs"", ""Release year: 2017"", ""Spotify popularity: 78/100""]",Playlist Import,2017,
sp_0352,Blinding Lights,The Weeknd,🎵✨🎧,"[""Blinding Lights — The Weeknd"", ""California Gurls — Katy Perry, Snoop Dogg"", ""La Bamba - Single Version — Ritchie Valens"", ""Call Me — Blondie""]",0,,,,From 'After Hours' (2020),"[""From album: After Hours"", ""Release year: 2020"", ""Spotify popularity: 90/100""]",Playlist Import,2020,
sp_0353,Say So,Doja Cat,🎵✨,"[""California Gurls — Katy Perry, Snoop Dogg"", ""Tiny Dancer — Elton John"", ""La Bamba - Single Version — Ritchie Valens"", ""Say So — Doja Cat""]",3,,,,From 'Hot Pink' (2019),"[""From album: Hot Pink"", ""Release year: 2019"", ""Spotify popularity: 76/100""]",Playlist Import,2019,
sp_0354,Savage,Megan Thee Stallion,🎵✨🎧,"[""For What It's Worth — Buffalo Springfield"", ""Material Girl — Madonna"", ""9 to 5 — Dolly Parton"", ""Savage — Megan Thee Stallion""]",3,,,,From 'Suga' (2020),"[""From album: Suga"", ""Release year: 2020"", ""Spotify popularity: 66/100""]",Playlist Import,2020,
sp_0355,Dance Monkey,Tones And I,🕺,"[""Break My Stride — Matthew Wilder"", ""Monday, Monday - Single Version — The Mamas & The Papas"", ""Dance Monkey — Tones And I"", ""Respect — Aretha Franklin""]",2,,,,From 'Dance Monkey (Stripped Back) / Dance Monkey' (2019),"[""From album: Dance Monkey (Stripped Back) / Dance Monkey"", ""Release year: 2019"", ""Spotify popularity: 75/100""]",Playlist Import,2019,
sp_0356,Adore You,Harry Styles,🎵✨,"[""I Want To Hold Your Hand - Remastered 2015 — The Beatles"", ""...Baby One More Time — Britney Spears"", ""Adore You — Harry Styles"", ""Jessie's Girl — Rick Springfield""]",2,,,,From 'Fine Line' (2019),"[""From album: Fine Line"", ""Release year: 2019"", ""Spotify popularity: 82/100""]",Playlist Import,2019,
sp_0357,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",🎵✨🎧,"[""ROCKSTAR (feat. Roddy Ricch) — DaBaby, Roddy Ricch"", ""Roxanne - Remastered 2003 — The Police"", ""Want to Want Me — Jason Derulo"", ""CAN'T STOP THE FEELING! (from DreamWorks Animation's \""TROLLS\"") — Justin Timberlake""]",0,,,,From 'BLAME IT ON BABY' (2020),"[""From album: BLAME IT ON BABY"", ""Release year: 2020"", ""Spotify popularity: 75/100""]",Playlist Import,2020,
sp_0358,Mambo No. 5 (a Little Bit of...),Lou Bega,🎵✨🎧,"[""Mambo No. 5 (a Little Bit of...) — Lou Bega"", ""Learn to Fly — Foo Fighters"", ""This Love — Maroon 5"", ""Rocket Man (I Think It's Going To Be A Long Long Time) — Elton John""]",0,,,,From 'A Little Bit of Mambo' (1999),"[""From album: A Little Bit of Mambo"", ""Release year: 1999"", ""Spotify popularity: 80/100""]",Playlist Import,1999,
sp_0359,Fast Car,Tracy Chapman,🚗,"[""HUMBLE. — Kendrick Lamar"", ""Jolene — Dolly Parton"", ""9 to 5 — Dolly Parton"", ""Fast Car — Tracy Chapman""]",3,,,,From 'Tracy Chapman' (1988),"[""From album: Tracy Chapman"", ""Release year: 1988"", ""Spotify popularity: 82/100""]",Playlist Import,1988,
sp_0360,U Can't Touch This,MC Hammer,🎵✨🎧,"[""U Can't Touch This — MC Hammer"", ""All of Me — John Legend"", ""867-5309 / Jenny (Rerecorded) — Tommy Tutone"", ""Piano Man — Billy Joel""]",0,,,,From 'Please Hammer Don't Hurt 'Em' (1990),"[""From album: Please Hammer Don't Hurt 'Em"", ""Release year: 1990"", ""Spotify popularity: 75/100""]",Playlist Import,1990,
sp_0361,I'm Too Sexy,Right Said Fred,🎵✨🎧,"[""Danger Zone - From \""Top Gun\"" Original Soundtrack — Kenny Loggins"", ""T.N.T. — AC/DC"", ""I'm Too Sexy — Right Said Fred"", ""Piano Man — Billy Joel""]",2,,,,From 'Up' (1992),"[""From album: Up"", ""Release year: 1992"", ""Spotify popularity: 51/100""]",Playlist Import,1992,
sp_0362,Take on Me,a-ha,🎵✨🎧,"[""T.N.T. — AC/DC"", ""Sweet Child O' Mine — Guns N' Roses"", ""Take on Me — a-ha"", ""Just Give Me a Reason (feat. Nate Ruess) — P!nk, Nate Ruess""]",2,,,,From 'Hunting High and Low' (1985),"[""From album: Hunting High and Low"", ""Release year: 1985"", ""Spotify popularity: 88/100""]",Playlist Import,1985,
sp_0363,The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,🎵✨,"[""The Fresh Prince of Bel-Air — DJ Jazzy Jeff & The Fresh Prince"", ""Karma Chameleon — Culture Club"", ""Fuck Tha Police — N.W.A."", ""Sunday Bloody Sunday - Remastered 2008 — U2""]",0,,,,From 'Greatest Hits' (1998),"[""From album: Greatest Hits"", ""Release year: 1998"", ""Spotify popularity: 58/100""]",Playlist Import,1998,
sp_0364,Learn to Fly,Foo Fighters,🎵✨,"[""Old Town Road (feat. Billy Ray Cyrus) - Remix — Lil Nas X, Billy Ray Cyrus"", ""Material Girl — Madonna"", ""Fame - 2007 Remaster — David Bowie"", ""Learn to Fly — Foo Fighters""]",3,,,,From 'There Is Nothing Left To Lose' (1999),"[""From album: There Is Nothing Left To Lose"", ""Release year: 1999"", ""Spotify popularity: 77/100""]",Playlist Import,1999,
sp_0365,It Wasn't Me,"Shaggy, Rik Rok",🎵✨🎧,"[""Good Vibrations - Remastered 2001 — The Beach Boys"", ""It Wasn't Me — Shaggy, Rik Rok"", ""Hips Don't Lie (feat. Wyclef Jean) — Shakira, Wyclef Jean"", ""Uptown Funk (feat. Bruno Mars) — Mark Ronson, Bruno Mars""]",1,,,,From 'Hot Shot' (2000),"[""From album: Hot Shot"", ""Release year: 2000"", ""Spotify popularity: 81/100""]",Playlist Import,2000,
sp_0366,Ride Wit Me,"Nelly, City Spud",🚗,"[""Love The Way You Lie — Eminem, Rihanna"", ""(You Make Me Feel Like) A Natural Woman — Aretha Franklin"", ""Ride Wit Me — Nelly, City Spud"", ""Super Bass — Nicki Minaj""]",2,,,,From 'Country Grammar' (2000),"[""From album: Country Grammar"", ""Release year: 2000"", ""Spotify popularity: 80/100""]",Playlist Import,2000,
sp_0367,Promiscuous,"Nelly Furtado, Timbaland",🎵✨,"[""Greased Lightnin' - From “Grease” Soundtrack — John Travolta, Jeff Conaway"", ""All of Me — John Legend"", ""All Night Long (All Night) - Single Version — Lionel Richie"", ""Promiscuous — Nelly Furtado, Timbaland""]",3,,,,From 'Loose' (2006),"[""From album: Loose"", ""Release year: 2006"", ""Spotify popularity: 87/100""]",Playlist Import,2006,
sp_0368,Mr. Brightside,The Killers,🎵✨,"[""Africa — TOTO"", ""Mr. Brightside — The Killers"", ""Knee Deep (feat. Jimmy Buffett) — Zac Brown Band, Jimmy Buffett"", ""For What It's Worth — Buffalo Springfield""]",1,,,,From 'Hot Fuss' (2004),"[""From album: Hot Fuss"", ""Release year: 2004"", ""Spotify popularity: 89/100""]",Playlist Import,2004,
sp_0369,Seven Nation Army,The White Stripes,🎵✨🎧,"[""Go Your Own Way - 2004 Remaster — Fleetwood Mac"", ""Party In The U.S.A. — Miley Cyrus"", ""Fly Like An Eagle — Steve Miller Band"", ""Seven Nation Army — The White Stripes""]",3,,,,From 'Elephant' (2003),"[""From album: Elephant"", ""Release year: 2003"", ""Spotify popularity: 84/100""]",Playlist Import,2003,
sp_0370,Break My Stride,Matthew Wilder,🎵✨,"[""Rocket Man (I Think It's Going To Be A Long Long Time) — Elton John"", ""Break My Stride — Matthew Wilder"", ""Despacito — Luis Fonsi, Daddy Yankee"", ""Love Yourself — Justin Bieber""]",1,,,,From 'I Don't Speak The Language' (1983),"[""From album: I Don't Speak The Language"", ""Release year: 1983"", ""Spotify popularity: 74/100""]",Playlist Import,1983,
sp_0371,Mr. Blue Sky,Electric Light Orchestra,🔵,"[""Mr. Blue Sky — Electric Light Orchestra"", ""Twist And Shout - Remastered 2009 — The Beatles"", ""Ice Ice Baby — Vanilla Ice"", ""It Wasn't Me — Shaggy, Rik Rok""]",0,,,,From 'Out of the Blue' (1977),"[""From album: Out of the Blue"", ""Release year: 1977"", ""Spotify popularity: 81/100""]",Playlist Import,1977,
sp_0372,Black Betty,Ram Jam,🎵✨🎧,"[""Drunk in Love (feat. JAY-Z) — Beyoncé, JAY-Z"", ""Black Betty — Ram Jam"", ""Proud Mary — Tina Turner"", ""I Don't Want to Miss a Thing - From the Touchstone film, \""Armageddon\"" — Aerosmith""]",1,,,,From 'The Very Best Of Ram Jam' (1990),"[""From album: The Very Best Of Ram Jam"", ""Release year: 1990"", ""Spotify popularity: 67/100""]",Playlist Import,1990,
sp_0373,My Way,Frank Sinatra,🎵✨🎧,"[""My Generation - Mono Version — The Who"", ""My Way — Frank Sinatra"", ""All About That Bass — Meghan Trainor"", ""Havana (feat. Young Thug) — Camila Cabello, Young Thug""]",1,,,,From 'My Way (Expanded Edition)' (1969),"[""From album: My Way (Expanded Edition)"", ""Release year: 1969"", ""Spotify popularity: 76/100""]",Playlist Import,1969,
sp_0374,Fly Me To The Moon,"Frank Sinatra, Count Basie",🌙,"[""Crazy Train — Ozzy Osbourne"", ""Fly Me To The Moon — Frank Sinatra, Count Basie"", ""Before He Cheats — Carrie Underwood"", ""Come Together - Remastered 2009 — The Beatles""]",1,,,,From 'Ultimate Sinatra' (2015),"[""From album: Ultimate Sinatra"", ""Release year: 2015"", ""Spotify popularity: 63/100""]",Playlist Import,2015,
sp_0375,Who Let The Dogs Out,Baha Men,🎵✨,"[""Like a Rolling Stone — Bob Dylan"", ""We Didn't Start the Fire — Billy Joel"", ""Who Let The Dogs Out — Baha Men"", ""I Will Always Love You — Whitney Houston""]",2,,,,From 'Who Let The Dogs Out' (2000),"[""From album: Who Let The Dogs Out"", ""Release year: 2000"", ""Spotify popularity: 69/100""]",Playlist Import,2000,
